scale,bits,ef_search,rerank_factor,k,recall_mean,recall_std,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,qps,encode_time_s,build_time_s
10000,2,200,10,10,1.0000,0.0000,4.5411,4.0423,7.3950,9.4201,220.2,1.12,87.74
10000,4,200,10,10,1.0000,0.0000,4.1402,4.0330,4.8981,5.7360,241.5,1.12,87.74
